,Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Owner,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_Petrol,Seller_Type_Dealer,Seller_Type_Individual,Transmission_Automatic,Transmission_Manual
241,xcent,2015,4.75,7.13,35866,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
242,xcent,2014,4.4,7.13,34000,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
243,i20,2016,6.25,7.6,7000,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
244,verna,2013,5.95,9.4,49000,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
245,verna,2012,5.2,9.4,71000,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
246,i20,2012,3.75,6.79,35000,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
247,verna,2015,5.95,9.4,36000,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
248,i10,2013,4,4.6,30000,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
249,i20,2016,5.25,7.6,17000,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
250,creta,2016,12.9,13.6,35934,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
251,city,2013,5,9.9,56701,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
252,brio,2015,5.4,6.82,31427,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
253,city,2014,7.2,9.9,48000,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
254,city,2013,5.25,9.9,54242,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
255,brio,2012,3,5.35,53675,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
256,city,2016,10.25,13.6,49562,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
257,city,2015,8.5,13.6,40324,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
258,city,2015,8.4,13.6,25000,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
259,amaze,2014,3.9,7,36054,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
260,city,2016,9.15,13.6,29223,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
261,brio,2016,5.5,5.97,5600,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
262,amaze,2015,4,5.8,40023,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
263,jazz,2016,6.6,7.7,16002,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
264,amaze,2015,4,7,40026,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
265,jazz,2017,6.5,8.7,21200,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
266,amaze,2014,3.65,7,35000,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
267,city,2016,8.35,9.4,19434,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
268,brio,2017,4.8,5.8,19000,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
269,city,2015,6.7,10,18828,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
270,city,2011,4.1,10,69341,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
271,city,2009,3,10,69562,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
272,city,2015,7.5,10,27600,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
273,jazz,2010,2.25,7.5,61203,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
274,brio,2014,5.3,6.8,16500,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
275,city,2016,10.9,13.6,30753,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
276,city,2015,8.65,13.6,24800,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
277,city,2015,9.7,13.6,21780,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
278,jazz,2016,6,8.4,4000,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
279,city,2014,6.25,13.6,40126,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
280,brio,2015,5.25,5.9,14465,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
281,city,2006,2.1,7.6,50456,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
282,city,2014,8.25,14,63000,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
283,city,2016,8.99,11.8,9010,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
284,brio,2013,3.5,5.9,9800,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
285,jazz,2016,7.4,8.5,15059,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
286,jazz,2016,5.65,7.9,28569,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
287,amaze,2015,5.75,7.5,44000,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
288,city,2015,8.4,13.6,34000,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
289,city,2016,10.11,13.6,10980,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
290,amaze,2014,4.5,6.4,19000,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
291,brio,2015,5.4,6.1,31427,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
292,jazz,2016,6.4,8.4,12000,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
293,city,2010,3.25,9.9,38000,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
294,amaze,2014,3.75,6.8,33019,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
295,city,2015,8.55,13.09,60076,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
296,city,2016,9.5,11.6,33988,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
297,brio,2015,4,5.9,60000,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
298,city,2009,3.35,11,87934,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
299,city,2017,11.5,12.5,9000,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
300,brio,2016,5.3,5.9,5464,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
